customerid,category,country,industry,month,billedamount
311,Individual,France,Marketing,2017-12,15773
362,Company,Russia,Human Resources,2017-12,11771
978,Company,Indonesia,Engineering,2017-12,12953
173,Individual,Poland,Marketing,2017-12,7495
330,Individual,Nepal,Engineering,2017-12,10779
285,Company,Colombia,Engineering,2017-12,19606
391,Individual,United States,Services,2017-12,18225
243,Company,Argentina,Sales,2017-12,15906
569,Individual,China,Research and Development,2017-12,4746
424,Individual,Indonesia,Training,2017-12,4757
760,Company,Russia,Training,2017-12,13677
426,Company,Russia,Marketing,2017-12,13178
757,Company,Czech Republic,Support,2017-12,5267
867,Company,Thailand,Accounting,2017-12,14024
385,Individual,China,Training,2017-12,12107
386,Company,China,Legal,2017-12,9052
741,Company,China,Services,2017-12,1311
722,Individual,Sweden,Sales,2017-12,10045
924,Company,Armenia,Marketing,2017-12,14494
570,Company,Czech Republic,Business Development,2017-12,8050
138,Individual,Poland,Business Development,2017-12,19100
853,Individual,Russia,Support,2017-12,11616
840,Individual,Philippines,Product Management,2017-12,12711
171,Individual,Albania,Engineering,2017-12,4198
429,Company,Central African Republic,Training,2017-12,5539
107,Company,Portugal,Services,2017-12,36
98,Company,Thailand,Business Development,2017-12,3623
630,Individual,Indonesia,Services,2017-12,11937
317,Company,Philippines,Accounting,2017-12,16105
230,Individual,Palestinian Territory,Marketing,2017-12,545
598,Company,United Kingdom,Training,2017-12,12007
423,Individual,Philippines,Marketing,2017-12,3856
815,Company,Macedonia,Product Management,2017-12,18238
624,Individual,Indonesia,Sales,2017-12,3343
985,Company,Mexico,Marketing,2017-12,3429
192,Individual,France,Engineering,2017-12,12284
267,Company,Russia,Sales,2017-12,687
409,Individual,Argentina,Sales,2017-12,1881
847,Individual,Philippines,Research and Development,2017-12,9467
535,Individual,Poland,Training,2017-12,6681
790,Individual,Ethiopia,Accounting,2017-12,15076
10,Company,New Zealand,Engineering,2017-12,19773
274,Individual,Ukraine,Accounting,2017-12,13640
966,Company,China,Human Resources,2017-12,6055
934,Company,Russia,Training,2017-12,17771
361,Company,Sri Lanka,Research and Development,2017-12,2078
941,Individual,Denmark,Human Resources,2017-12,11010
471,Individual,Portugal,Services,2017-12,8926
912,Company,China,Training,2017-12,18273
184,Company,China,Marketing,2017-12,9287
84,Company,France,Legal,2017-12,4181
725,Individual,Argentina,Services,2017-12,5179
832,Individual,Peru,Support,2017-12,11436
680,Company,France,Services,2017-12,11766
280,Company,Indonesia,Marketing,2017-12,8263
678,Company,China,Product Management,2017-12,6177
854,Individual,China,Research and Development,2017-12,5260
602,Individual,China,Human Resources,2017-12,5453
810,Individual,China,Human Resources,2017-12,4280
446,Individual,Indonesia,Sales,2017-12,10992
730,Individual,China,Marketing,2017-12,9175
69,Individual,Nigeria,Business Development,2017-12,10357
591,Individual,China,Support,2017-12,14782
969,Company,Greece,Support,2017-12,363
709,Company,Lebanon,Business Development,2017-12,15601
954,Individual,Armenia,Accounting,2017-12,3462
538,Individual,Russia,Training,2017-12,7964
298,Company,China,Training,2017-12,6296
99,Individual,Ethiopia,Product Management,2017-12,4624
164,Individual,Thailand,Training,2017-12,8057
305,Company,Mongolia,Training,2017-12,7467
218,Individual,China,Marketing,2017-12,18543
387,Company,Bolivia,Accounting,2017-12,13887
601,Individual,Nigeria,Training,2017-12,15272
870,Individual,Tunisia,Marketing,2017-12,10840
433,Individual,Canada,Research and Development,2017-12,13145
772,Individual,Philippines,Human Resources,2017-12,13654
623,Individual,Italy,Training,2017-12,19389
408,Individual,Canada,Services,2017-12,10829
401,Individual,Brazil,Support,2017-12,8652
92,Company,Thailand,Services,2017-12,14152
592,Company,Philippines,Training,2017-12,2424
673,Company,China,Product Management,2017-12,10281
911,Individual,China,Business Development,2017-12,828
650,Individual,Luxembourg,Engineering,2017-12,6600
497,Company,Bolivia,Business Development,2017-12,8342
578,Individual,China,Support,2017-12,3089
522,Company,Indonesia,Engineering,2017-12,14706
536,Individual,Honduras,Human Resources,2017-12,8953
469,Company,China,Accounting,2017-12,1000
868,Company,Philippines,Engineering,2017-12,1948
814,Individual,Ukraine,Legal,2017-12,16043
508,Company,Peru,Engineering,2017-12,934
197,Company,Morocco,Product Management,2017-12,15281
340,Individual,China,Support,2017-12,7629
803,Individual,Brazil,Business Development,2017-12,19231
876,Company,Cape Verde,Services,2017-12,8563
75,Company,Russia,Accounting,2017-12,19836
268,Company,Portugal,Accounting,2017-12,13237
571,Company,United States,Legal,2017-12,6537
679,Individual,Latvia,Support,2017-12,15695
710,Individual,Czech Republic,Human Resources,2017-12,15020
210,Individual,China,Marketing,2017-12,14952
132,Company,Sweden,Accounting,2017-12,4795
617,Individual,Chile,Business Development,2017-12,18701
761,Individual,China,Research and Development,2017-12,10290
62,Company,France,Product Management,2017-12,19176
302,Company,Japan,Human Resources,2017-12,12424
242,Individual,China,Marketing,2017-12,14980
33,Individual,China,Business Development,2017-12,2453
254,Individual,Indonesia,Marketing,2017-12,19065
636,Company,Tanzania,Legal,2017-12,3139
324,Individual,Uganda,Services,2017-12,3077
880,Company,France,Research and Development,2017-12,15639
833,Individual,Burkina Faso,Sales,2017-12,2207
889,Individual,France,Training,2017-12,15792
166,Company,France,Product Management,2017-12,8835
154,Individual,China,Product Management,2017-12,15336
251,Individual,Kazakhstan,Sales,2017-12,9925
496,Individual,Ukraine,Marketing,2017-12,5620
711,Individual,Serbia,Support,2017-12,2237
734,Company,Philippines,Sales,2017-12,19124
59,Company,Kazakhstan,Services,2017-12,13978
191,Company,Indonesia,Accounting,2017-12,6719
758,Company,Nicaragua,Support,2017-12,30
453,Company,Madagascar,Human Resources,2017-12,5536
798,Company,Egypt,Training,2017-12,1575
519,Individual,Indonesia,Human Resources,2017-12,11878
900,Individual,Indonesia,Product Management,2017-12,12175
989,Company,Bulgaria,Support,2017-12,19098
470,Individual,Vietnam,Training,2017-12,18138
652,Company,Poland,Sales,2017-12,4157
841,Company,Peru,Accounting,2017-12,17592
177,Individual,Sweden,Marketing,2017-12,12718
537,Individual,United States,Research and Development,2017-12,8616
817,Individual,Honduras,Research and Development,2017-12,2601
445,Company,Cameroon,Business Development,2017-12,17496
649,Company,Thailand,Services,2017-12,3545
410,Individual,China,Marketing,2017-12,12334
156,Individual,Albania,Services,2017-12,19763
767,Company,Philippines,Sales,2017-12,10249
707,Individual,Indonesia,Accounting,2017-12,9434
269,Individual,Malaysia,Business Development,2017-12,5948
364,Individual,Mexico,Services,2017-12,3165
726,Company,China,Product Management,2017-12,7125
797,Individual,Indonesia,Legal,2017-12,10626
306,Company,Sweden,Services,2017-12,19997
513,Company,Indonesia,Training,2017-12,2378
178,Individual,Indonesia,Research and Development,2017-12,10386
284,Individual,Mongolia,Accounting,2017-12,2173
494,Company,Thailand,Engineering,2017-12,14207
32,Company,Colombia,Sales,2017-12,3032
866,Company,Peru,Accounting,2017-12,2572
56,Individual,Sweden,Business Development,2017-12,12463
908,Individual,China,Product Management,2017-12,2220
929,Company,China,Services,2017-12,14089
296,Individual,Argentina,Services,2017-12,10055
514,Individual,Somalia,Legal,2017-12,4518
472,Individual,Canada,Product Management,2017-12,4969
15,Individual,Thailand,Engineering,2017-12,16318
675,Company,France,Marketing,2017-12,9667
616,Individual,Russia,Accounting,2017-12,11137
892,Individual,France,Training,2017-12,2873
384,Company,China,Training,2017-12,10936
742,Individual,China,Services,2017-12,12550
428,Individual,Sweden,Research and Development,2017-12,2856
13,Individual,China,Human Resources,2017-12,6453
161,Individual,China,Accounting,2017-12,18953
46,Individual,Mexico,Product Management,2017-12,6608
894,Company,Cuba,Business Development,2017-12,15225
70,Company,Indonesia,Marketing,2017-12,19766
909,Company,Grenada,Legal,2017-12,7380
831,Individual,Indonesia,Product Management,2017-12,1362
923,Individual,Canada,Research and Development,2017-12,1324
755,Company,Dominican Republic,Legal,2017-12,9923
855,Company,Poland,Legal,2017-12,12755
29,Individual,Russia,Training,2017-12,4033
383,Individual,Montenegro,Sales,2017-12,17454
167,Individual,Poland,Business Development,2017-12,11695
566,Individual,Peru,Legal,2017-12,16294
540,Company,Indonesia,Marketing,2017-12,12612
449,Company,Lithuania,Engineering,2017-12,11451
951,Individual,China,Research and Development,2017-12,542
683,Company,Russia,Business Development,2017-12,1712
96,Company,Philippines,Accounting,2017-12,16781
473,Individual,Canada,Product Management,2017-12,11097
635,Individual,Czech Republic,Sales,2017-12,7764
347,Company,Latvia,Support,2017-12,13030
654,Company,China,Legal,2017-12,2668
140,Company,Poland,Training,2017-12,10738
12,Individual,China,Legal,2017-12,19952
800,Company,China,Human Resources,2017-12,13882
567,Company,Vietnam,Human Resources,2017-12,19174
913,Company,Portugal,Marketing,2017-12,10269
974,Company,Sweden,Training,2017-12,12611
351,Individual,Poland,Product Management,2017-12,7757
463,Company,Albania,Engineering,2017-12,14030
241,Individual,China,Support,2017-12,19387
26,Individual,China,Product Management,2017-12,6937
417,Company,Philippines,Engineering,2017-12,668
350,Individual,Brazil,Sales,2017-12,9967
119,Individual,Sweden,Engineering,2017-12,9245
930,Company,Indonesia,Marketing,2017-12,16169
990,Company,American Samoa,Business Development,2017-12,2963
671,Individual,Czech Republic,Support,2017-12,2441
712,Company,Indonesia,Sales,2017-12,17566
590,Company,China,Human Resources,2017-12,11428
580,Individual,Madagascar,Research and Development,2017-12,4194
740,Company,Russia,Engineering,2017-12,14379
321,Individual,Czech Republic,Human Resources,2017-12,16835
568,Company,Indonesia,Support,2017-12,7992
6,Company,Canada,Training,2017-12,5342
523,Company,China,Business Development,2017-12,7424
19,Individual,China,Business Development,2017-12,14862
576,Individual,China,Engineering,2017-12,10188
91,Company,Indonesia,Business Development,2017-12,9621
297,Company,Bhutan,Sales,2017-12,103
495,Individual,Palestinian Territory,Business Development,2017-12,19042
572,Company,United States,Engineering,2017-12,1816
539,Company,Bosnia and Herzegovina,Business Development,2017-12,14726
653,Company,Cape Verde,Training,2017-12,12929
400,Individual,Russia,Research and Development,2017-12,19598
114,Individual,Syria,Business Development,2017-12,17255
312,Company,Brazil,Engineering,2017-12,8327
708,Individual,China,Support,2017-12,8991
871,Company,China,Training,2017-12,15340
993,Company,Russia,Accounting,2017-12,7077
434,Company,China,Sales,2017-12,1252
418,Individual,Philippines,Accounting,2017-12,5038
659,Individual,Poland,Engineering,2017-12,2802
672,Individual,Slovakia,Support,2017-12,19201
353,Company,Greece,Product Management,2017-12,12036
27,Company,Cayman Islands,Legal,2017-12,3770
780,Individual,Indonesia,Business Development,2017-12,9352
295,Individual,Poland,Sales,2017-12,11180
7,Individual,China,Legal,2017-12,16052
102,Individual,Russia,Business Development,2017-12,1568
955,Individual,Sudan,Accounting,2017-12,11305
681,Individual,Mauritius,Accounting,2017-12,13108
255,Company,Russia,Product Management,2017-12,1641
886,Company,Kazakhstan,Support,2017-12,2714
222,Individual,China,Sales,2017-12,6703
331,Company,Thailand,Support,2017-12,671
682,Company,China,Sales,2017-12,9117
622,Individual,Poland,Legal,2017-12,325
213,Company,Philippines,Marketing,2017-12,18978
518,Individual,Sri Lanka,Training,2017-12,9250
816,Company,Thailand,Marketing,2017-12,12234
773,Individual,Thailand,Training,2017-12,18435
61,Company,Philippines,Marketing,2017-12,3492
631,Company,Poland,Marketing,2017-12,1652
147,Company,United States,Engineering,2017-12,9452
628,Individual,France,Business Development,2017-12,1477
904,Individual,China,Sales,2017-12,3084
143,Company,Peru,Engineering,2017-12,9824
227,Individual,Philippines,Human Resources,2017-12,11531
235,Company,Egypt,Marketing,2017-12,8980
454,Individual,Peru,Product Management,2017-12,5278
721,Company,Russia,Support,2017-12,11703
209,Individual,China,Services,2017-12,4887
603,Individual,Iran,Engineering,2017-12,3076
345,Company,United Kingdom,Business Development,2017-12,3960
198,Company,China,Services,2017-12,5156
245,Company,Croatia,Engineering,2017-12,3604
448,Individual,Poland,Business Development,2017-12,7330
756,Company,China,Product Management,2017-12,4898
246,Individual,China,Research and Development,2017-12,13554
848,Company,Russia,Sales,2017-12,16229
363,Individual,China,Product Management,2017-12,16436
959,Individual,Libya,Legal,2017-12,15138
212,Individual,China,Human Resources,2017-12,10230
77,Company,Peru,Accounting,2017-12,4467
118,Company,Peru,Accounting,2017-12,3736
109,Individual,Portugal,Business Development,2017-12,18422
507,Individual,Russia,Engineering,2017-12,18182
286,Company,China,Training,2017-12,18562
206,Company,Ghana,Support,2017-12,5090
980,Company,Sweden,Business Development,2017-12,6125
370,Company,Finland,Training,2017-12,7365
264,Individual,Brazil,Product Management,2017-12,16807
584,Company,Canada,Research and Development,2017-12,4858
283,Company,China,Accounting,2017-12,1573
812,Company,China,Human Resources,2017-12,9505
694,Company,Canada,Support,2017-12,2952
21,Company,Pakistan,Support,2017-12,15729
970,Company,Argentina,Legal,2017-12,11400
893,Individual,Indonesia,Legal,2017-12,18462
587,Individual,China,Sales,2017-12,17636
823,Company,Bosnia and Herzegovina,Engineering,2017-12,19166
398,Company,Luxembourg,Product Management,2017-12,11925
890,Company,South Africa,Training,2017-12,4045
483,Company,Philippines,Engineering,2017-12,9144
521,Individual,Nigeria,Support,2017-12,14129
101,Individual,Iran,Legal,2017-12,6471
528,Company,Indonesia,Support,2017-12,14078
858,Individual,Tanzania,Accounting,2017-12,16658
450,Company,Russia,Research and Development,2017-12,11178
633,Individual,Russia,Sales,2017-12,15665
927,Individual,China,Services,2017-12,17982
942,Individual,Indonesia,Services,2017-12,10633
319,Company,China,Services,2017-12,15458
169,Individual,Argentina,Human Resources,2017-12,15495
609,Individual,Indonesia,Training,2017-12,5259
204,Company,Brazil,Support,2017-12,15161
901,Individual,Portugal,Sales,2017-12,3750
115,Individual,Albania,Human Resources,2017-12,8878
869,Individual,Brazil,Legal,2017-12,2645
926,Company,Russia,Sales,2017-12,15196
253,Individual,Colombia,Marketing,2017-12,12245
500,Individual,China,Accounting,2017-12,17682
128,Company,Indonesia,Legal,2017-12,4119
335,Company,Russia,Sales,2017-12,3704
261,Company,Syria,Support,2017-12,15676
861,Company,Indonesia,Business Development,2017-12,7845
438,Individual,China,Research and Development,2017-12,4167
